Company,Account Type,Twitter Handle,Year,Original Tweets Year,Retweets Year,Reply Tweets Year,Quote Tweets Year,Original Retweets Year,Original Tweet Likes Year,Original Tweet Replies Year,Original Tweet Quotes Year,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets Total,Retweets Total,Reply Tweets Total,Quote Tweets Total,Original Tweet Retweets Total,Original Tweet Likes Total,Original Tweet Replies Total,Original Tweet Quotes Total
0,PROSPERITY BANCSHARES INC,Corporate,@PB_USA,2020,3.0,2.0,29.0,3.0,0,1,2,0,2018-06-04 18:53:02+00:00,143,61,14,6,13,8,68,3,7,27,9,0
1,PROSPERITY BANCSHARES INC,Corporate,@PB_USA,2021,3.0,6.0,17.0,0.0,4,11,2,0,2018-06-04 18:53:02+00:00,143,61,14,6,13,8,68,3,7,27,9,0
2,PROSPERITY BANCSHARES INC,Corporate,@PB_USA,2022,7.0,0.0,22.0,0.0,3,15,5,0,2018-06-04 18:53:02+00:00,143,61,14,6,13,8,68,3,7,27,9,0
0,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2009,112.0,0.0,9.0,0.0,0,0,0,0,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
1,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2010,111.0,0.0,37.0,0.0,45,5,0,0,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
2,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2011,251.0,3.0,26.0,0.0,205,28,26,0,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
3,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2012,108.0,6.0,151.0,0.0,105,20,55,0,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
4,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2013,73.0,19.0,43.0,0.0,111,56,52,0,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
5,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2014,431.0,50.0,91.0,0.0,704,790,103,1,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
6,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2015,2503.0,9.0,357.0,7.0,448,905,187,1,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
7,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2016,391.0,0.0,10.0,0.0,346,776,38,42,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
8,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2017,308.0,0.0,29.0,1.0,265,645,18,84,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
9,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2018,393.0,41.0,16.0,1.0,433,1188,47,39,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
10,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2019,745.0,110.0,43.0,16.0,517,1379,63,124,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
11,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2020,395.0,122.0,68.0,8.0,247,1385,74,26,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
12,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2021,231.0,40.0,4.0,0.0,118,415,22,8,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
13,TANGER FACTORY OUTLET CENTERS INC.,Corporate,@TangerOutlets,2022,239.0,0.0,0.0,0.0,672,1298,598,36,2009-04-09 13:10:58+00:00,23700,1390,2729,251,6291,400,884,33,4216,8890,1283,361
0,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2009,13.0,3.0,0.0,0.0,2,1,0,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
1,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2010,54.0,6.0,6.0,0.0,17,1,0,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
2,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2011,792.0,110.0,398.0,0.0,302,32,49,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
3,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2012,703.0,107.0,415.0,0.0,324,63,101,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
4,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2013,564.0,218.0,383.0,0.0,254,144,74,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
5,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2014,574.0,103.0,293.0,0.0,261,268,61,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
6,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2015,1206.0,74.0,254.0,2.0,161,306,58,0,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
7,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2016,821.0,30.0,131.0,4.0,97,240,32,2,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
8,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2017,796.0,138.0,123.0,26.0,222,594,41,36,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
9,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2018,153.0,2.0,204.0,0.0,146,886,63,35,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
10,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2019,342.0,13.0,84.0,0.0,184,1149,41,37,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
11,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2020,114.0,8.0,148.0,0.0,84,522,47,14,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
12,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2021,138.0,6.0,71.0,2.0,94,568,40,20,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
13,WEBSTER FINANCIAL CORP.,Corporate,@WebsterBank,2022,141.0,4.0,156.0,3.0,76,473,100,28,2009-03-04 20:31:56+00:00,6050,3703,1951,171,6411,822,2666,37,2224,5247,707,172
0,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2017,48.0,13.0,8.0,6.0,113,160,1,22,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
1,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2018,198.0,56.0,43.0,7.0,543,1096,24,51,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
2,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2019,199.0,61.0,19.0,14.0,148,544,12,69,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
3,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2020,51.0,4.0,0.0,0.0,56,209,20,4,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
4,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2021,84.0,0.0,0.0,1.0,89,250,21,8,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
5,RR DONNELLEY AND SONS,Corporate,@rrdonnelley,2022,34.0,0.0,0.0,0.0,56,152,10,3,2008-10-29 19:48:18+00:00,1371,121,534,29,614,134,70,28,1005,2411,88,157
0,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2016,241.0,65.0,7.0,19.0,197,469,18,19,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
1,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2017,259.0,41.0,2.0,2.0,340,862,15,36,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
2,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2018,261.0,9.0,14.0,3.0,243,628,9,12,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
3,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2019,261.0,3.0,15.0,3.0,118,464,12,11,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
4,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2020,191.0,1.0,33.0,3.0,133,292,31,6,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
5,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2021,183.0,0.0,18.0,1.0,147,296,22,5,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
6,CNO FINANCIAL GROUP INC.,Corporate,@CNOFinancial,2022,178.0,1.0,0.0,1.0,141,263,10,9,2009-06-17 14:36:22+00:00,603,264,768,27,1574,120,89,32,1319,3274,117,98
0,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2015,56.0,61.0,3.0,8.0,88,75,2,0,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
1,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2016,90.0,51.0,3.0,20.0,101,138,3,8,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
2,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2017,322.0,93.0,2.0,8.0,346,597,10,32,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
3,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2018,364.0,40.0,2.0,1.0,288,557,11,19,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
4,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2019,247.0,53.0,2.0,5.0,204,490,19,22,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
5,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2020,554.0,46.0,1.0,1.0,369,827,18,46,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
6,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2021,391.0,4.0,3.0,0.0,273,669,17,37,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
7,TELEDYNE TECHNOLOGIES INC.,Corporate,@TeledyneMarine,2022,310.0,0.0,0.0,0.0,145,494,5,20,2015-07-08 16:40:18+00:00,3410,439,144,54,2334,348,16,43,1814,3847,85,184
0,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2009,336.0,0.0,61.0,0.0,0,14,0,1,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
1,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2010,205.0,0.0,49.0,0.0,9,6,0,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
2,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2011,282.0,32.0,176.0,1.0,50,8,8,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
3,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2012,328.0,214.0,461.0,0.0,90,27,34,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
4,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2013,442.0,67.0,413.0,0.0,238,103,91,1,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
5,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2014,375.0,101.0,494.0,3.0,431,448,69,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
6,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2015,280.0,99.0,257.0,9.0,323,709,45,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
7,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2016,106.0,82.0,247.0,15.0,221,269,14,6,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
8,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2017,47.0,13.0,207.0,1.0,44,92,12,5,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
9,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2018,94.0,21.0,247.0,14.0,71,418,38,5,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
10,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2019,136.0,2.0,140.0,0.0,40,148,11,2,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
11,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2020,210.0,0.0,237.0,1.0,44,229,36,22,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
12,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2021,119.0,17.0,152.0,9.0,62,242,28,31,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
13,UMPQUA HOLDINGS CORP.,Corporate,@umpquabank,2022,6.0,0.0,52.0,3.0,3,16,0,0,2009-04-28 19:52:59+00:00,7404,606,2340,252,2966,648,3193,56,1626,2729,386,73
0,WGL HOLDINGS INC.,Corporate,@WGLanswers,2015,629.0,103.0,52.0,5.0,427,888,68,1,2014-12-17 15:20:36+00:00,3920,1103,3029,48,2094,1269,166,25,1767,5110,132,271
1,WGL HOLDINGS INC.,Corporate,@WGLanswers,2016,523.0,302.0,106.0,15.0,365,671,28,66,2014-12-17 15:20:36+00:00,3920,1103,3029,48,2094,1269,166,25,1767,5110,132,271
2,WGL HOLDINGS INC.,Corporate,@WGLanswers,2017,377.0,399.0,5.0,3.0,464,1099,13,93,2014-12-17 15:20:36+00:00,3920,1103,3029,48,2094,1269,166,25,1767,5110,132,271
3,WGL HOLDINGS INC.,Corporate,@WGLanswers,2018,365.0,267.0,1.0,2.0,352,1672,7,71,2014-12-17 15:20:36+00:00,3920,1103,3029,48,2094,1269,166,25,1767,5110,132,271
4,WGL HOLDINGS INC.,Corporate,@WGLanswers,2019,200.0,198.0,2.0,0.0,159,780,16,40,2014-12-17 15:20:36+00:00,3920,1103,3029,48,2094,1269,166,25,1767,5110,132,271
0,OSHKOSH CORP.,Corporate,@oshkoshcorp,2017,107.0,13.0,15.0,4.0,167,522,7,43,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
1,OSHKOSH CORP.,Corporate,@oshkoshcorp,2018,128.0,23.0,18.0,10.0,194,587,13,25,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
2,OSHKOSH CORP.,Corporate,@oshkoshcorp,2019,105.0,14.0,3.0,1.0,86,425,6,18,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
3,OSHKOSH CORP.,Corporate,@oshkoshcorp,2020,65.0,0.0,1.0,0.0,16,161,12,13,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
4,OSHKOSH CORP.,Corporate,@oshkoshcorp,2021,92.0,0.0,0.0,4.0,65,299,31,18,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
5,OSHKOSH CORP.,Corporate,@oshkoshcorp,2022,56.0,0.0,0.0,0.0,39,158,11,13,2017-01-26 14:50:59+00:00,1376,54,315,25,553,50,37,19,567,2152,80,130
0,PRIVATEBANCORP INC.,Corporate,@cibc,2009,66.0,0.0,3.0,0.0,2,5,0,0,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
1,PRIVATEBANCORP INC.,Corporate,@cibc,2010,210.0,0.0,1.0,0.0,70,7,0,0,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
2,PRIVATEBANCORP INC.,Corporate,@cibc,2011,284.0,0.0,1.0,0.0,126,23,10,0,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
3,PRIVATEBANCORP INC.,Corporate,@cibc,2012,235.0,0.0,26.0,0.0,332,76,30,0,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
4,PRIVATEBANCORP INC.,Corporate,@cibc,2013,1160.0,2.0,4485.0,0.0,8459,1140,557,4,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
5,PRIVATEBANCORP INC.,Corporate,@cibc,2014,3778.0,29.0,8989.0,0.0,28315,15578,2497,19,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
6,PRIVATEBANCORP INC.,Corporate,@cibc,2015,1476.0,386.0,8170.0,31.0,7234,18670,1732,7,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
7,PRIVATEBANCORP INC.,Corporate,@cibc,2016,1185.0,314.0,7616.0,48.0,7156,29869,1571,556,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
8,PRIVATEBANCORP INC.,Corporate,@cibc,2017,709.0,160.0,9214.0,27.0,6148,30320,2474,845,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
9,PRIVATEBANCORP INC.,Corporate,@cibc,2018,19632.0,57.0,7139.0,12.0,9161,44958,3035,906,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
10,PRIVATEBANCORP INC.,Corporate,@cibc,2019,27676.0,54.0,5772.0,14.0,2517,20054,1793,537,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
11,PRIVATEBANCORP INC.,Corporate,@cibc,2020,1789.0,47.0,7330.0,4.0,1348,8382,1300,258,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
12,PRIVATEBANCORP INC.,Corporate,@cibc,2021,325.0,34.0,6117.0,49.0,878,6339,2128,272,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
13,PRIVATEBANCORP INC.,Corporate,@cibc,2022,209.0,27.0,5612.0,28.0,576,2929,1128,85,2009-03-31 20:05:20+00:00,121039,4542,7671,652,58734,1110,70475,213,72322,178350,18255,3489
0,CORELOGIC INC.,Corporate,@CoreLogicInc,2010,21.0,0.0,0.0,0.0,6,0,0,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
1,CORELOGIC INC.,Corporate,@CoreLogicInc,2011,43.0,4.0,6.0,0.0,36,0,1,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
2,CORELOGIC INC.,Corporate,@CoreLogicInc,2012,56.0,0.0,0.0,0.0,119,7,4,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
3,CORELOGIC INC.,Corporate,@CoreLogicInc,2013,142.0,2.0,0.0,0.0,242,41,9,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
4,CORELOGIC INC.,Corporate,@CoreLogicInc,2014,223.0,0.0,0.0,0.0,363,111,15,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
5,CORELOGIC INC.,Corporate,@CoreLogicInc,2015,283.0,8.0,2.0,0.0,676,237,39,0,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
6,CORELOGIC INC.,Corporate,@CoreLogicInc,2016,319.0,2.0,0.0,0.0,686,495,16,28,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
7,CORELOGIC INC.,Corporate,@CoreLogicInc,2017,405.0,1.0,0.0,0.0,521,424,17,72,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
8,CORELOGIC INC.,Corporate,@CoreLogicInc,2018,545.0,9.0,12.0,0.0,608,715,32,169,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
9,CORELOGIC INC.,Corporate,@CoreLogicInc,2019,663.0,12.0,18.0,0.0,716,1372,78,133,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
10,CORELOGIC INC.,Corporate,@CoreLogicInc,2020,416.0,14.0,7.0,3.0,657,1156,66,196,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
11,CORELOGIC INC.,Corporate,@CoreLogicInc,2021,354.0,57.0,44.0,12.0,519,978,42,194,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
12,CORELOGIC INC.,Corporate,@CoreLogicInc,2022,225.0,11.0,75.0,6.0,354,648,107,87,2010-06-04 15:34:03+00:00,14796,460,643,415,3695,120,164,21,5503,6184,426,879
0,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2012,938.0,123.0,335.0,0.0,515,183,210,0,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
1,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2013,433.0,23.0,262.0,0.0,694,328,263,0,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
2,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2014,820.0,130.0,346.0,0.0,2223,1707,441,0,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
3,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2015,1336.0,136.0,2336.0,28.0,3082,4111,2719,0,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
4,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2016,724.0,58.0,1749.0,63.0,3430,5371,4173,131,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
5,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2017,399.0,22.0,957.0,2.0,707,2389,149,108,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
6,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2018,206.0,32.0,2412.0,1.0,370,1789,129,74,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
7,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2019,129.0,22.0,2697.0,0.0,447,2860,202,119,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
8,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2020,76.0,8.0,1292.0,48.0,151,813,390,37,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
9,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2021,33.0,5.0,755.0,25.0,41,242,55,12,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
10,SPROUTS FARMERS MARKET INC,Corporate,@sproutsfm,2022,46.0,2.0,585.0,2.0,53,297,79,17,2009-03-08 18:01:45+00:00,31872,1375,16817,422,5140,561,13726,169,11713,20090,8810,498
0,CONSOL ENERGY INC,Corporate,@CONSOL_Energy,2017,2.0,2.0,0,1.0,2,5,8,0,2017-11-28 22:41:37+00:00,269,20,6,7,17,27,0,1,14,30,15,2
1,CONSOL ENERGY INC,Corporate,@CONSOL_Energy,2018,11.0,16.0,0,0.0,9,18,4,1,2017-11-28 22:41:37+00:00,269,20,6,7,17,27,0,1,14,30,15,2
2,CONSOL ENERGY INC,Corporate,@CONSOL_Energy,2019,4.0,9.0,0,0.0,3,7,3,1,2017-11-28 22:41:37+00:00,269,20,6,7,17,27,0,1,14,30,15,2
0,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2009,26.0,0.0,31.0,0.0,0,0,0,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
1,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2010,43.0,4.0,146.0,0.0,14,1,0,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
2,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2011,335.0,21.0,117.0,0.0,42,6,28,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
3,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2012,385.0,109.0,116.0,0.0,210,15,98,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
4,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2013,217.0,148.0,234.0,0.0,56,23,30,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
5,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2014,303.0,1086.0,338.0,0.0,189,199,33,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
6,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2015,416.0,221.0,284.0,35.0,302,374,39,0,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
7,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2016,566.0,189.0,391.0,47.0,476,1137,45,67,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
8,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2017,528.0,96.0,302.0,40.0,463,1449,47,73,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
9,FIRST HORIZON NATIONAL CORP.,Corporate,@FirstHorizonBnk,2018,545.0,27.0,277.0,11.0,399,1542,68,70,2009-05-11 22:27:53+00:00,4943,478,2238,113,4355,2000,3822,165,2680,8227,670,297
