Company,Account Type,Twitter Handle,Year,Original Tweets Year,Retweets Year,Reply Tweets Year,Quote Tweets Year,Original Retweets Year,Original Tweet Likes Year,Original Tweet Replies Year,Original Tweet Quotes Year,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets Total,Retweets Total,Reply Tweets Total,Quote Tweets Total,Original Tweet Retweets Total,Original Tweet Likes Total,Original Tweet Replies Total,Original Tweet Quotes Total
11,HEIDRICK & STRUGGLES INTERNATIONAL,Corporate,@Heidrick,2022,319.0,61.0,0.0,0.0,252,698,19,19,2011-01-06 21:20:39+00:00,15146,512,1096,236,3060,541,33,35,5814,19883,453,369
0,TESCO CORP,Corporate,@Tesco_Corp,2012,2.0,0.0,0,0,0,0,1,0,2012-02-08 20:24:26+00:00,117,29,0,1,2,1,0,0,0,0,1,0
0,TITAN INTERNATIONAL INC,Corporate,@titan_tire,2014,2.0,0.0,0,0,2,1,0,0,2014-08-12 20:34:19+00:00,267,3,15,4,19,11,0,0,15,45,218,1
1,TITAN INTERNATIONAL INC,Corporate,@titan_tire,2015,8.0,8.0,0,0,4,4,13,0,2014-08-12 20:34:19+00:00,267,3,15,4,19,11,0,0,15,45,218,1
2,TITAN INTERNATIONAL INC,Corporate,@titan_tire,2016,2.0,0.0,0,0,3,4,7,0,2014-08-12 20:34:19+00:00,267,3,15,4,19,11,0,0,15,45,218,1
3,TITAN INTERNATIONAL INC,Corporate,@titan_tire,2017,2.0,0.0,0,0,1,6,7,0,2014-08-12 20:34:19+00:00,267,3,15,4,19,11,0,0,15,45,218,1
4,TITAN INTERNATIONAL INC,Corporate,@titan_tire,2018,5.0,3.0,0,0,5,30,191,1,2014-08-12 20:34:19+00:00,267,3,15,4,19,11,0,0,15,45,218,1
0,ENANTA PHARMACEUTICALS INC,Corporate,@EnantaPharma,2018,27.0,6.0,0.0,0.0,1,9,0,0,2018-06-18 14:11:29+00:00,381,153,40,11,504,45,2,17,207,1273,22,18
1,ENANTA PHARMACEUTICALS INC,Corporate,@EnantaPharma,2019,177.0,21.0,0.0,1.0,45,189,3,4,2018-06-18 14:11:29+00:00,381,153,40,11,504,45,2,17,207,1273,22,18
2,ENANTA PHARMACEUTICALS INC,Corporate,@EnantaPharma,2020,130.0,14.0,1.0,9.0,42,232,8,6,2018-06-18 14:11:29+00:00,381,153,40,11,504,45,2,17,207,1273,22,18
3,ENANTA PHARMACEUTICALS INC,Corporate,@EnantaPharma,2021,79.0,2.0,1.0,7.0,48,394,3,4,2018-06-18 14:11:29+00:00,381,153,40,11,504,45,2,17,207,1273,22,18
4,ENANTA PHARMACEUTICALS INC,Corporate,@EnantaPharma,2022,91.0,2.0,0.0,0.0,71,449,8,4,2018-06-18 14:11:29+00:00,381,153,40,11,504,45,2,17,207,1273,22,18
0,ZUMIEZ INC.,Corporate,@zumiez,2010,221.0,20.0,208.0,0.0,177,65,0,0,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
1,ZUMIEZ INC.,Corporate,@zumiez,2011,832.0,149.0,927.0,0.0,944,127,356,2,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
2,ZUMIEZ INC.,Corporate,@zumiez,2012,468.0,125.0,775.0,0.0,4018,473,329,2,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
3,ZUMIEZ INC.,Corporate,@zumiez,2013,631.0,157.0,1249.0,0.0,4671,2014,407,0,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
4,ZUMIEZ INC.,Corporate,@zumiez,2014,2052.0,443.0,5813.0,0.0,20354,56433,2938,16,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
5,ZUMIEZ INC.,Corporate,@zumiez,2015,1116.0,313.0,984.0,9.0,16336,49141,1568,14,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
6,ZUMIEZ INC.,Corporate,@zumiez,2016,532.0,224.0,1131.0,2.0,12642,23924,480,617,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
7,ZUMIEZ INC.,Corporate,@zumiez,2017,257.0,112.0,694.0,1.0,9280,14522,310,525,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
8,ZUMIEZ INC.,Corporate,@zumiez,2018,124.0,89.0,362.0,1.0,5034,14424,395,478,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
9,ZUMIEZ INC.,Corporate,@zumiez,2019,131.0,31.0,466.0,6.0,2404,13641,819,339,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
10,ZUMIEZ INC.,Corporate,@zumiez,2020,96.0,37.0,675.0,19.0,518,3312,736,88,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
11,ZUMIEZ INC.,Corporate,@zumiez,2021,75.0,43.0,748.0,14.0,431,9651,849,128,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
12,ZUMIEZ INC.,Corporate,@zumiez,2022,79.0,49.0,902.0,16.0,13447,72226,1083,1509,2009-04-21 19:16:46+00:00,179012,841,12030,461,6614,1792,14934,68,90256,259953,10270,3718
0,VERA BRADLEY INC.,Corporate,@verabradley,2009,287.0,0.0,122.0,0.0,0,41,0,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
1,VERA BRADLEY INC.,Corporate,@verabradley,2010,428.0,3.0,136.0,0.0,1834,92,0,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
2,VERA BRADLEY INC.,Corporate,@verabradley,2011,840.0,14.0,156.0,0.0,1648,324,605,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
3,VERA BRADLEY INC.,Corporate,@verabradley,2012,884.0,7.0,455.0,0.0,5286,1664,839,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
4,VERA BRADLEY INC.,Corporate,@verabradley,2013,808.0,51.0,1410.0,0.0,3356,3719,1491,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
5,VERA BRADLEY INC.,Corporate,@verabradley,2014,839.0,29.0,721.0,0.0,4290,10693,534,0,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
6,VERA BRADLEY INC.,Corporate,@verabradley,2015,1048.0,67.0,751.0,49.0,4379,13939,622,3,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
7,VERA BRADLEY INC.,Corporate,@verabradley,2016,809.0,37.0,399.0,102.0,3081,14520,290,202,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
8,VERA BRADLEY INC.,Corporate,@verabradley,2017,716.0,6.0,204.0,8.0,1565,7282,218,139,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
9,VERA BRADLEY INC.,Corporate,@verabradley,2018,511.0,6.0,141.0,2.0,2372,11778,1855,515,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
10,VERA BRADLEY INC.,Corporate,@verabradley,2019,348.0,0.0,324.0,2.0,1851,10041,802,433,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
11,VERA BRADLEY INC.,Corporate,@verabradley,2020,359.0,0.0,364.0,0.0,424,4404,312,119,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
12,VERA BRADLEY INC.,Corporate,@verabradley,2021,431.0,0.0,144.0,0.0,315,4475,128,103,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
13,VERA BRADLEY INC.,Corporate,@verabradley,2022,239.0,23.0,101.0,0.0,243,3828,167,116,2008-05-19 19:13:54+00:00,72116,579,2337,687,8547,243,5428,163,30644,86800,7863,1630
0,MEDIFAST INC.,Corporate,@Medifast,2009,282.0,0.0,262.0,0.0,0,4,0,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
1,MEDIFAST INC.,Corporate,@Medifast,2010,337.0,2.0,175.0,0.0,28,9,0,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
2,MEDIFAST INC.,Corporate,@Medifast,2011,916.0,28.0,374.0,0.0,200,128,144,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
3,MEDIFAST INC.,Corporate,@Medifast,2012,606.0,15.0,167.0,0.0,148,52,175,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
4,MEDIFAST INC.,Corporate,@Medifast,2013,585.0,10.0,178.0,0.0,197,106,97,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
5,MEDIFAST INC.,Corporate,@Medifast,2014,510.0,5.0,107.0,0.0,469,540,110,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
6,MEDIFAST INC.,Corporate,@Medifast,2015,509.0,70.0,132.0,6.0,168,290,25,0,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
7,MEDIFAST INC.,Corporate,@Medifast,2016,291.0,26.0,52.0,11.0,224,666,26,6,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
8,MEDIFAST INC.,Corporate,@Medifast,2017,55.0,7.0,12.0,1.0,37,128,17,16,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
9,MEDIFAST INC.,Corporate,@Medifast,2018,12.0,0.0,0.0,0.0,24,59,11,2,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
10,MEDIFAST INC.,Corporate,@Medifast,2020,45.0,6.0,4.0,1.0,18,101,8,5,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
11,MEDIFAST INC.,Corporate,@Medifast,2021,60.0,6.0,4.0,6.0,113,688,36,13,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
12,MEDIFAST INC.,Corporate,@Medifast,2022,121.0,11.0,3.0,5.0,97,459,29,5,2008-06-13 16:49:32+00:00,9219,2351,577,122,4329,186,1471,30,1723,3230,678,47
0,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2010,242.0,3.0,1.0,0.0,1,3,0,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
1,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2011,429.0,10.0,22.0,0.0,61,19,43,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
2,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2012,633.0,61.0,115.0,0.0,68,18,57,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
3,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2013,2412.0,85.0,466.0,0.0,184,193,147,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
4,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2014,857.0,809.0,637.0,0.0,2232,1327,4443,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
5,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2015,612.0,71.0,131.0,7.0,565,595,354,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
6,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2016,388.0,51.0,124.0,6.0,1171,1218,891,15,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
7,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2017,231.0,25.0,133.0,3.0,3073,2016,1130,735,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
8,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2018,23.0,0.0,77.0,0.0,75,235,234,13,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
9,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2019,39.0,3.0,139.0,0.0,664,1956,3145,195,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
10,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2020,1.0,0.0,13.0,0.0,9,31,12,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
11,TUESDAY MORNING CORP.,Corporate,@TuesdayMorning,2022,2.0,0.0,6.0,0.0,0,0,1,0,2010-02-26 18:42:58+00:00,9794,185,2383,107,5869,1118,1874,16,8103,7611,10457,958
0,COHU INC.,Corporate,@cohu_inc,2021,7.0,0.0,0,0.0,2,0,0,0,2021-11-17 19:21:20+00:00,57,12,3,0,96,1,0,1,22,129,3,1
1,COHU INC.,Corporate,@cohu_inc,2022,89.0,1.0,0,1.0,20,129,3,1,2021-11-17 19:21:20+00:00,57,12,3,0,96,1,0,1,22,129,3,1
0,CRYOLIFE INC.,Corporate,@ArtivionInc,2013,41.0,0.0,0.0,0.0,2,5,0,0,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
1,CRYOLIFE INC.,Corporate,@ArtivionInc,2014,69.0,0.0,0.0,0.0,5,0,2,0,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
2,CRYOLIFE INC.,Corporate,@ArtivionInc,2015,80.0,1.0,0.0,0.0,9,19,5,0,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
3,CRYOLIFE INC.,Corporate,@ArtivionInc,2016,343.0,36.0,8.0,30.0,56,125,6,5,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
4,CRYOLIFE INC.,Corporate,@ArtivionInc,2017,88.0,15.0,1.0,2.0,18,63,2,2,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
5,CRYOLIFE INC.,Corporate,@ArtivionInc,2018,20.0,12.0,6.0,0.0,13,34,2,0,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
6,CRYOLIFE INC.,Corporate,@ArtivionInc,2019,69.0,0.0,0.0,0.0,47,146,4,16,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
7,CRYOLIFE INC.,Corporate,@ArtivionInc,2020,53.0,3.0,0.0,0.0,86,154,7,9,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
8,CRYOLIFE INC.,Corporate,@ArtivionInc,2021,43.0,0.0,0.0,0.0,15,82,4,3,2009-06-25 14:48:33+00:00,707,102,117,17,806,67,15,32,251,628,32,35
0,SURMODICS INC.,Corporate,@Surmodics,2021,56.0,3.0,0,0.0,33,159,2,3,2019-09-30 18:31:07+00:00,400,2339,22,2,171,12,0,1,190,677,25,19
1,SURMODICS INC.,Corporate,@Surmodics,2022,115.0,9.0,0,1.0,157,518,23,16,2019-09-30 18:31:07+00:00,400,2339,22,2,171,12,0,1,190,677,25,19
0,TANGOE INC.,Corporate,@Tangoe,2009,70.0,5.0,1.0,0.0,0,0,0,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
1,TANGOE INC.,Corporate,@Tangoe,2010,39.0,7.0,0.0,0.0,10,0,0,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
2,TANGOE INC.,Corporate,@Tangoe,2011,33.0,1.0,0.0,0.0,10,0,1,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
3,TANGOE INC.,Corporate,@Tangoe,2012,304.0,131.0,10.0,0.0,63,5,9,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
4,TANGOE INC.,Corporate,@Tangoe,2013,627.0,178.0,19.0,0.0,98,51,22,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
5,TANGOE INC.,Corporate,@Tangoe,2014,1373.0,81.0,7.0,0.0,399,170,21,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
6,TANGOE INC.,Corporate,@Tangoe,2015,1177.0,92.0,6.0,2.0,604,488,31,0,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
7,TANGOE INC.,Corporate,@Tangoe,2016,804.0,57.0,4.0,0.0,253,262,10,4,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
8,TANGOE INC.,Corporate,@Tangoe,2017,496.0,16.0,2.0,0.0,207,225,4,15,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
9,TANGOE INC.,Corporate,@Tangoe,2018,549.0,12.0,2.0,0.0,120,281,4,34,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
10,TANGOE INC.,Corporate,@Tangoe,2019,523.0,12.0,1.0,5.0,107,313,8,9,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
11,TANGOE INC.,Corporate,@Tangoe,2020,455.0,11.0,0.0,9.0,147,429,3,3,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
12,TANGOE INC.,Corporate,@Tangoe,2021,325.0,31.0,23.0,29.0,149,516,24,6,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
13,TANGOE INC.,Corporate,@Tangoe,2022,304.0,24.0,32.0,14.0,220,853,13,4,2009-04-21 03:53:34+00:00,1752,829,428,191,7079,658,107,59,2387,3593,150,75
0,LSB INDUSTRIES INC.,Corporate,@IndustriesLsb,2022,84,3,0,2,23,156,3,3,2022-03-07 19:30:04+00:00,48,51,106,0,84,3,0,2,23,156,3,3
0,BLUE NILE INC.,Corporate,@BlueNileDiamond,2009,71.0,0.0,22.0,0.0,1,4,0,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
1,BLUE NILE INC.,Corporate,@BlueNileDiamond,2010,55.0,39.0,16.0,0.0,16,1,0,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
2,BLUE NILE INC.,Corporate,@BlueNileDiamond,2011,838.0,93.0,188.0,0.0,662,23,101,2,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
3,BLUE NILE INC.,Corporate,@BlueNileDiamond,2012,1084.0,138.0,304.0,0.0,1582,156,649,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
4,BLUE NILE INC.,Corporate,@BlueNileDiamond,2013,1360.0,221.0,500.0,0.0,7864,1137,2199,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
5,BLUE NILE INC.,Corporate,@BlueNileDiamond,2014,1718.0,156.0,131.0,0.0,4290,3260,518,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
6,BLUE NILE INC.,Corporate,@BlueNileDiamond,2015,1952.0,132.0,104.0,1.0,1722,3110,254,0,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
7,BLUE NILE INC.,Corporate,@BlueNileDiamond,2016,1627.0,81.0,45.0,4.0,1273,3387,102,41,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
8,BLUE NILE INC.,Corporate,@BlueNileDiamond,2017,1381.0,61.0,41.0,3.0,1639,3852,68,53,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
9,BLUE NILE INC.,Corporate,@BlueNileDiamond,2018,999.0,47.0,59.0,16.0,883,3416,45,40,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
10,BLUE NILE INC.,Corporate,@BlueNileDiamond,2019,307.0,1.0,30.0,10.0,263,1468,30,22,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
11,BLUE NILE INC.,Corporate,@BlueNileDiamond,2020,116.0,1.0,64.0,8.0,82,437,27,10,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
12,BLUE NILE INC.,Corporate,@BlueNileDiamond,2021,95.0,2.0,66.0,0.0,193,602,63,17,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
13,BLUE NILE INC.,Corporate,@BlueNileDiamond,2022,133.0,0.0,30.0,0.0,358,1244,41,31,2008-12-18 21:47:23+00:00,17786,1540,3921,188,11736,972,1600,42,20828,22097,4097,216
0,DHI GROUP INC,Corporate,@DHIGroupInc,2015,2.0,4.0,0,0,1,0,0,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
1,DHI GROUP INC,Corporate,@DHIGroupInc,2016,13.0,15.0,0,0,3,5,0,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
2,DHI GROUP INC,Corporate,@DHIGroupInc,2017,14.0,9.0,0,0,7,6,0,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
3,DHI GROUP INC,Corporate,@DHIGroupInc,2018,11.0,2.0,0,0,0,5,1,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
4,DHI GROUP INC,Corporate,@DHIGroupInc,2019,7.0,0.0,0,0,5,5,0,1,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
5,DHI GROUP INC,Corporate,@DHIGroupInc,2021,2.0,0.0,0,0,0,1,0,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
6,DHI GROUP INC,Corporate,@DHIGroupInc,2022,2.0,0.0,0,0,2,3,0,0,2015-08-05 18:08:51+00:00,208,34,7,5,51,30,0,0,18,25,1,1
0,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2012,37.0,27.0,187.0,0.0,26,0,4,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
1,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2013,123.0,12.0,48.0,0.0,47,19,13,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
2,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2014,57.0,0.0,37.0,0.0,51,32,7,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
3,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2015,74.0,2.0,32.0,1.0,20,31,2,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
4,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2016,3.0,0.0,20.0,0.0,1,9,1,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
5,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2020,34.0,2.0,18.0,0.0,9,26,3,2,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
6,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2021,28.0,1.0,20.0,0.0,3,17,0,2,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
7,PIONEER ENERGY SERVICES CORP,Corporate,@PioneerEnergy,2022,33.0,0.0,8.0,0.0,0,11,6,0,2010-02-05 22:24:13+00:00,1086,292,339,9,389,44,370,1,157,145,36,4
0,CARBO CERAMICS INC.,Corporate,@carbotechnology,2016,161.0,0.0,0.0,0.0,2,20,0,0,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
1,CARBO CERAMICS INC.,Corporate,@carbotechnology,2017,236.0,4.0,8.0,0.0,13,41,9,0,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
2,CARBO CERAMICS INC.,Corporate,@carbotechnology,2018,212.0,6.0,81.0,1.0,15,59,83,2,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
3,CARBO CERAMICS INC.,Corporate,@carbotechnology,2019,543.0,1.0,5.0,0.0,16,66,8,1,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
4,CARBO CERAMICS INC.,Corporate,@carbotechnology,2020,363.0,0.0,0.0,0.0,9,35,1,0,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
5,CARBO CERAMICS INC.,Corporate,@carbotechnology,2021,109.0,0.0,0.0,0.0,17,44,5,0,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
6,CARBO CERAMICS INC.,Corporate,@carbotechnology,2022,11.0,0.0,0.0,0.0,0,2,0,0,2016-02-08 17:50:58+00:00,128,66,51,1,1635,11,94,1,72,267,106,3
0,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2009,204.0,0.0,31.0,0.0,2,32,0,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
1,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2010,115.0,1.0,3.0,0.0,34,15,0,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
2,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2011,165.0,9.0,11.0,0.0,100,40,3,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
3,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2012,448.0,113.0,47.0,0.0,209,67,34,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
4,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2013,187.0,79.0,18.0,0.0,243,98,19,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
5,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2014,232.0,89.0,9.0,0.0,478,197,24,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
6,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2015,463.0,244.0,35.0,12.0,820,558,41,0,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
7,DIGI INTERNATIONAL INC.,Corporate,@digidotcom,2016,182.0,146.0,12.0,22.0,412,461,7,9,2009-02-23 15:08:01+00:00,8692,2840,3784,438,3278,1394,294,113,4884,5238,210,148
