Index,Company,Account Type,Twitter Handle,Account Creation Date,Account Followers,Account Following,Account Likes,Account Public Lists,Original Tweets,Retweets,Reply Tweets,Quote Tweets,Original Tweet Retweets,Original Tweet Likes,Original Tweet Replies,Original Tweet Quotes
0,ILLINOIS TOOL INC,Corporate,@ITWInc,2010-01-04 19:38:36+00:00,130,0,0,6,0,0,0,0,0,0,0,0
0,CHARLES SCHWAB CORP,Corporate,@CharlesSchwab,2010-04-13 23:47:47+00:00,129051,175,3853,1710,12067,2169,13546,103,36428,100033,16773,4020
0,ANTHEM INC,Corporate,@AnthemInc,2021-11-17 20:19:28+00:00,0,1,2,0,0,0,0,0,0,0,0,0
0,MARSH & MCLENNAN INC,Corporate,@MMC_Global,2021-01-29 18:01:29+00:00,124,0,0,2,0,0,0,0,0,0,0,0
0,EMERSON ELECTRIC,Corporate,@Emerson_News,2009-08-03 21:09:22+00:00,20420,714,923,391,2483,564,92,119,5992,8723,840,466
0,YUM BRANDS INC,Corporate,@yumbrands,2007-09-13 02:27:26+00:00,24263,533,1500,529,2077,617,181,85,5217,13926,1963,279
0,TRAVELERS COMPANIES INC,Corporate,@Travelers,2008-11-26 02:53:10+00:00,65641,628,5698,939,7618,2251,1248,204,46691,62075,2553,3579
0,HEWLETT PACKARD ENTERPRISE,Corporate,@HPE,2010-10-25 12:50:54+00:00,79851,1646,7642,1056,17097,2266,1106,77,94028,479720,14613,6187
0,PRUDENTIAL FINANCIAL INC,Corporate,@Prudential,2013-02-18 21:23:57+00:00,149282,107,15525,593,2499,2995,751,64,82169,416945,19495,5636
0,KINDER MORGAN INC,Corporate,@Kinder_Morgan,2010-01-08 20:53:19+00:00,10515,267,384,236,1350,514,57,67,2285,3330,364,210
0,CIGNA CORP,Corporate,@Cigna,2009-05-04 15:48:14+00:00,51762,2242,5167,834,19449,2189,2965,844,43465,131221,15751,4951
0,DELTA AIR LINES INC,Corporate,@Delta,2007-05-10 04:31:14+00:00,1654793,36562,7799,10100,13694,679,1180490,119,446894,1705561,269605,109033
0,AMERICAN ELECTRIC POWER INC,Corporate,@AEPnews,2009-05-20 15:16:08+00:00,17740,2284,2338,443,5075,2813,3016,62,5042,5081,588,346
0,TWENTY FIRST CENTURY FOX INC CLASS,Corporate,@21CF,2013-05-27 16:57:42+00:00,13036,609,761,173,1007,1417,3,17,10540,23522,1714,3256
0,YAHOO! INC,Corporate,@Yahoo,2009-01-23 04:14:41+00:00,1427781,7523,2350,8279,73153,34457,414,38,692574,656521,115128,77975
0,EXELON CORP,Corporate,@Exelon,2009-08-03 22:44:55+00:00,20357,1382,5166,303,4504,2190,229,265,12195,35385,2311,1518
0,ECOLAB INC,Corporate,@Ecolab,2011-02-11 15:58:53+00:00,22859,1087,1767,358,2770,1097,527,145,10581,54041,2113,935
0,CME GROUP INC CLASS A,Corporate,@CMEGroup,2008-08-21 19:27:14+00:00,690445,6294,5761,5263,30639,5419,2799,76,92066,87473,9165,4492
0,CROWN CASTLE INTERNATIONAL REIT CO,Corporate,@CrownCastle,2014-01-27 21:20:35+00:00,3308,1344,2014,53,1732,219,112,40,2524,7228,230,173
0,BOSTON SCIENTIFIC CORP,Corporate,@bostonsci,2010-11-10 21:10:37+00:00,38756,173,915,514,1825,284,379,128,7887,19913,705,614
0,INTERCONTINENTAL EXCHANGE INC,Corporate,@ICE_Markets,2009-03-20 20:32:51+00:00,57387,3271,1082,857,5952,1030,332,69,17169,38504,2334,1327
0,ALEXION PHARMACEUTICALS INC,Corporate,@AlexionPharma,2011-02-03 06:37:18+00:00,12844,333,550,166,1287,84,18,12,2118,11995,433,317
0,PG&E CORP,Corporate,@PGE4Me,2009-04-15 19:43:47+00:00,148707,1256,1775,1656,8889,2255,4396,141,50556,57801,22739,8632
0,REGENERON PHARMACEUTICALS INC,Corporate,@regeneron,2009-03-06 15:40:42+00:00,31995,297,1165,431,4424,321,434,191,13447,49158,2452,1897
0,AON PLC,Corporate,@Aon_plc,2009-02-27 15:43:53+00:00,39665,1260,621,763,4206,587,143,117,11097,12215,2269,628
0,PPG INDUSTRIES INC,Corporate,@PPG,2009-04-10 02:37:12+00:00,34966,1040,5468,430,5061,1349,135,307,16312,67069,2201,1134
0,BB AND T CORP,Corporate,@TruistNews,2019-06-11 15:33:42+00:00,13553,6,1262,78,688,108,8897,121,4470,40728,3326,1229
0,AFLAC INC,Corporate,@Aflac,2009-03-11 17:41:01+00:00,60117,796,6268,597,6084,288,2217,53,222696,178024,15774,4569
0,S&P GLOBAL INC,Corporate,@SPGlobal,2010-02-01 21:10:41+00:00,35871,868,2173,817,17470,3466,1558,665,16363,35124,1643,1191
0,JOHNSON CONTROLS INC,Corporate,@johnsoncontrols,2013-03-19 13:43:00+00:00,29661,607,623,419,3043,807,310,19,11993,28595,1025,635
0,EATON CORPORATION PLC,Corporate,@eatoncorp,2009-01-15 18:35:27+00:00,34725,2184,1706,692,6231,766,393,147,8916,23264,1216,688
0,AIR PRODUCTS AND CHEMICALS INC,Corporate,@airproducts,2010-01-29 18:52:02+00:00,13564,573,512,261,3624,272,185,42,3815,11475,444,328
0,HUMANA INC,Corporate,@Humana,2009-03-13 12:09:13+00:00,44477,125,5734,674,7257,1137,9170,78,47604,158605,9510,3675
0,OCCIDENTAL PETROLEUM CORP,Corporate,@WeAreOxy,2009-05-26 15:05:11+00:00,16544,87,163,216,415,127,16,133,1832,7326,432,229
0,LYONDELLBASELL INDUSTRIES NV CLASS,Corporate,@LyondellBasell,2010-04-20 17:41:22+00:00,11439,1742,1511,200,1447,351,3,57,5107,29677,437,461
0,INTUIT INC,Corporate,@Intuit,2007-03-13 23:41:34+00:00,81722,32797,9224,2179,10865,1476,14768,99,42164,184960,7866,2381
0,CONSTELLATION BRANDS INC CLASS A,Corporate,@cbrands,2017-08-17 14:54:28+00:00,36932,309,100,140,1025,109,49,55,5378,33341,2912,1275
0,PIONEER NATURAL RESOURCE,Corporate,@PXDtweets,2012-11-29 22:01:10+00:00,1691,236,22,39,224,50,2,11,123,522,31,25
0,DOLLAR GENERAL CORP,Corporate,@DollarGeneral,2009-10-21 14:05:44+00:00,89048,2,6955,580,7063,116,17863,52,13931,29950,7534,1056
0,PPL CORP,Corporate,@PPLCorp,2011-11-29 19:28:40+00:00,1139,115,227,34,1155,277,37,109,1309,3945,109,167
0,EBAY INC,Corporate,@eBay,2009-01-29 12:49:39+00:00,772999,1191,7071,3909,50971,914,16982,142,192530,344661,81173,9537
0,SYNCHRONY FINANCIAL,Corporate,@Synchrony,2008-09-19 17:29:35+00:00,14033,485,1263,246,2852,199,2039,72,12600,63071,4448,1382
0,PROLOGIS REIT INC,Corporate,@Prologis,2010-01-25 16:32:00+00:00,12389,1290,587,361,4184,964,143,179,7242,13532,348,415
0,CARDINAL HEALTH INC,Corporate,@cardinalhealth,2011-02-22 22:41:04+00:00,17441,1244,3663,413,3336,330,1169,195,4943,9187,545,380
0,ARCHER DANIELS MIDLAND,Corporate,@ADMupdates,2011-08-19 16:36:53+00:00,8639,210,270,173,1107,34,26,60,2716,8248,675,510
0,CSX CORP,Corporate,@CSX,2008-08-04 16:51:02+00:00,47680,173,1087,633,5393,372,135,112,21529,60870,4609,1122
0,DEERE & CO,Corporate,@JohnDeere,2009-01-07 16:19:31+00:00,217306,333,10521,1346,17867,572,5336,221,93535,396903,13187,7605
0,WASTE MANAGEMENT INC,Corporate,@WasteManagement,2008-11-25 22:39:32+00:00,47080,1409,6481,731,10427,2765,21637,130,33736,64587,5445,2635
0,SEMPRA ENERGY,Corporate,@SempraEnergy,2021-06-15 21:26:26+00:00,0,1,0,1,0,0,0,0,0,0,0,0
0,SYSCO CORP,Corporate,@Sysco,2012-09-14 15:52:11+00:00,15201,746,3122,224,2767,467,1313,60,5916,17794,1084,596
0,EQUINIX REIT INC,Corporate,@Equinix,2009-04-07 00:22:41+00:00,26252,1187,2513,587,15028,1212,190,52,23170,36874,906,1415
0,ALLSTATE CORP,Corporate,@Allstate,2008-04-01 14:59:28+00:00,85984,4523,5704,1233,11405,1042,27315,67,40794,84391,12778,2456
0,WELLTOWER INC,Corporate,@Welltower,2015-09-14 18:33:56+00:00,1025,133,192,29,143,65,1,9,311,899,11,59
0,NORFOLK SOUTHERN CORP,Corporate,@nscorp,2009-08-17 20:18:54+00:00,45071,2824,6915,488,5977,2091,2307,438,22179,69401,3381,1056
0,OREILLY AUTOMOTIVE INC,Corporate,@oreillyauto,2009-04-17 18:43:06+00:00,40833,331,3091,198,4207,444,981,108,15348,24381,4365,356
0,HCA HOLDINGS INC,Corporate,@HCAhealthcare,2009-08-10 18:56:51+00:00,16392,688,1878,302,3860,729,214,345,8614,24932,795,1600
0,BAXTER INTERNATIONAL INC,Corporate,@baxter_intl,2009-06-11 22:36:47+00:00,15874,4,72,534,1859,176,6,31,4388,11443,372,270
0,INTUITIVE SURGICAL INC,Corporate,@IntuitiveSurg,2012-06-07 19:27:20+00:00,12497,38,330,162,967,25,97,5,2833,10348,220,311
0,NVIDIA CORP,Corporate,@nvidia,2009-07-30 18:25:14+00:00,1936475,40,4230,7177,5596,3596,2680,96,161280,413745,32177,8956
0,STATE STREET CORP,Corporate,@StateStreet,2011-07-08 21:24:35+00:00,54306,1420,4705,709,9332,875,273,70,17941,35413,2584,910
0,EDISON INTERNATIONAL,Corporate,@edisonintl,2011-05-24 18:59:31+00:00,3326,464,475,102,1436,572,240,39,1554,1648,111,104
0,FISERV INC,Corporate,@Fiserv,2008-12-31 14:24:51+00:00,24102,1265,3107,763,8659,2058,439,172,14861,30956,1024,1106
0,HP INC,Corporate,@HP,2008-11-05 18:01:46+00:00,1185346,2461,8321,6158,20827,710,32450,22,182873,365352,44759,7560
0,ELECTRONIC ARTS INC,Corporate,@EA,2008-06-25 18:19:20+00:00,6636834,347,6998,18352,6956,4948,17732,208,502479,1585630,242456,89808
0,DISCOVER FINANCIAL SERVICES,Corporate,@Discover,2008-09-05 18:11:30+00:00,104455,50,1432,943,12319,489,130292,2,26272,144729,18763,4114
0,EQUITY RESIDENTIAL REIT,Corporate,@EquityRes,2011-08-08 17:58:55+00:00,2132,179,318,52,446,220,668,26,58,293,138,18
0,CORNING INC,Corporate,@Corning,2009-08-13 20:19:59+00:00,30261,745,2791,478,6583,881,656,124,11655,28946,1087,678
0,AVALONBAY COMMUNITIES REIT INC,Corporate,@AvalonBay,2008-08-21 05:48:26+00:00,5387,1715,711,138,2172,260,205,28,548,2925,189,50
0,TE CONNECTIVITY LTD,Corporate,@TEConnectivity,2009-04-06 07:39:24+00:00,40094,551,2182,554,7675,635,428,132,61535,366043,4957,1693
0,VENTAS REIT INC,Corporate,@VentasREIT,2017-09-19 20:37:02+00:00,52,56,10,0,5,5,0,0,0,1,0,3
0,SHERWIN WILLIAMS,Corporate,@SherwinWilliams,2010-02-04 18:00:56+00:00,140363,556,12407,722,3209,811,7700,87,30278,94622,11644,3466
0,AUTOZONE INC,Corporate,@autozone,2011-04-06 21:14:47+00:00,40528,120,3701,288,3373,671,12531,97,9818,19108,7164,482
0,VERTEX PHARMACEUTICALS INC,Corporate,@VertexPharma,2008-11-21 18:52:48+00:00,69850,93,1109,791,2397,324,164,106,8862,28378,1917,1189
0,WEYERHAEUSER REIT,Corporate,@Weyerhaeuser,2011-09-15 20:28:59+00:00,5542,823,1008,136,1253,603,115,51,1928,4471,236,212
0,SPECTRA ENERGY CORP,Corporate,@SpectraEnergy,2010-05-07 18:40:12+00:00,6992,491,2,173,940,161,16,5,1578,984,108,70
0,PUBLIC SERVICE ENTERPRISE GROUP IN,Corporate,@PSEGNews,2011-01-06 17:19:53+00:00,20661,357,1316,334,5683,1202,1813,104,6184,8869,2189,400
0,CONSOLIDATED EDISON INC,Corporate,@ConEdison,2009-02-06 19:13:04+00:00,43242,3325,3246,773,4832,910,30927,112,25555,34314,9681,2928
0,NEWELL BRANDS INC,Corporate,@newell_brands,2010-03-09 23:31:29+00:00,4642,378,1030,137,2979,471,399,25,2321,5227,348,147
0,CBS CORP- CLASS B,Corporate,@CBSTweet,2009-03-26 18:31:32+00:00,348578,2602,11025,3593,16607,23365,75,73,224163,380000,29257,7735
0,ST JUDE MEDICAL INC,Corporate,@SJM_Media,2013-04-08 22:37:55+00:00,2724,143,118,41,575,90,0,2,883,911,37,18
0,ZOETIS INC CLASS A,Corporate,@Zoetis,2012-05-06 19:08:27+00:00,15423,374,637,187,1212,691,177,77,4101,10316,291,347
0,EDWARDS LIFESCIENCES CORP,Corporate,@EdwardsLifesci,2015-02-24 23:40:47+00:00,10313,243,279,91,1670,129,54,35,3842,25347,241,296
0,ROSS STORES INC,Corporate,@Ross_Stores,2015-11-16 23:30:56+00:00,3592,48,12,26,1,11,0,0,21,167,17,3
0,MONSTER BEVERAGE CORP,Corporate,@MonsterEnergy,2009-08-05 20:51:48+00:00,3035524,969,14596,18277,703224,4522,25536,98,705394,2152355,82813,18830
0,BB AND T CORP,Corporate,@TruistNews,2019-06-11 15:33:42+00:00,13550,6,1262,78,688,108,8897,121,4470,40728,3326,1229
0,XCEL ENERGY INC,Corporate,@xcelenergy,2010-01-21 16:56:28+00:00,10981,1446,763,336,2658,164,3427,12,2127,3969,462,198
0,CARNIVAL CORP,Corporate,@CarnivalPLC,2014-09-08 16:35:42+00:00,25112,271,14,281,4187,8648,0,194,10095,22400,2385,630
0,DOLLAR TREE INC,Corporate,@DollarTree,2009-12-04 13:31:07+00:00,186101,62665,87,825,4977,4,19,0,16972,49914,7489,1113
0,VF CORP,Corporate,@VFCorp,2015-04-24 16:55:01+00:00,12187,367,1271,54,1229,436,18,95,1894,9072,499,618
0,ZIMMER BIOMET HOLDINGS INC,Corporate,@zimmerbiomet,2011-02-27 19:04:27+00:00,11073,269,159,164,4895,56,64,9,2275,5290,337,144
0,APACHE CORP,Corporate,@APA_Corp,2009-07-15 18:41:34+00:00,11736,258,108,248,836,131,6,29,1409,2179,166,92
0,ILLUMINA INC,Corporate,@illumina,2009-06-10 15:59:29+00:00,99532,9335,12260,1386,12724,3068,1297,369,36090,144632,4420,3648
0,BAKER HUGHES INC,Corporate,@bakerhughesco,2009-01-22 19:24:23+00:00,70341,983,2781,780,3270,562,138,49,13633,24345,1022,820
0,FIDELITY NATIONAL INFORMATION SERV,Corporate,@FISGlobal,2009-10-07 16:46:35+00:00,25618,1183,3390,450,6528,1745,228,344,12489,32797,1065,1154
0,ESTEE LAUDER INC CLASS A,Corporate,@EsteeLauder,2011-04-29 18:12:39+00:00,411608,439,7158,1664,6922,921,7090,21,92718,276245,9425,2715
0,CONAGRA FOODS INC,Corporate,@ConagraBrands,2009-11-24 20:30:48+00:00,22929,824,5811,552,3308,1200,5799,110,8337,10549,3274,287
0,OMNICOM GROUP INC,Corporate,@Omnicom,2013-08-12 21:32:16+00:00,21265,2158,6683,610,3269,4264,136,237,9753,15612,531,589
0,JOHNSON CONTROLS INC,Corporate,@johnsoncontrols,2013-03-19 13:43:00+00:00,29661,607,623,419,3043,807,310,19,11993,28595,1025,635
0,BECTON DICKINSON,Corporate,@BDandCo,2009-11-24 23:10:59+00:00,13586,710,1243,262,4235,565,169,123,7704,28689,809,806
0,CBS CORP- CLASS B,Corporate,@CBSTweet,2009-03-26 18:31:32+00:00,348578,2602,11025,3593,16607,23365,75,73,224163,380000,29257,7735
0,TWENTY FIRST CENTURY FOX INC CLASS,Corporate,@21CF,2013-05-27 16:57:42+00:00,13036,609,761,173,1007,1417,3,17,10540,23522,1714,3256
0,SOUTHERN,Corporate,@SouthernCompany,2008-08-15 16:38:36+00:00,59449,954,7244,605,2889,2324,367,273,10980,19941,1475,840
0,RAYTHEON,Corporate,@RaytheonTech,2008-08-27 21:32:47+00:00,196980,280,4679,2599,20134,1905,755,222,149556,293779,20663,8991
0,DOMINION RESOURCES INC,Corporate,@DominionEnergy,2009-10-15 16:21:15+00:00,64950,3117,9486,1004,8831,1402,29094,161,26728,39390,6952,2373
0,BROADCOM LTD,Corporate,@Broadcom,2011-07-19 17:43:11+00:00,52440,3478,14,716,4886,216,688,7,39178,42678,1805,179
0,NIELSEN HOLDINGS PLC,Corporate,@Nielsen,2008-08-26 14:21:54+00:00,196440,1484,13826,7042,17656,1154,1998,67,100510,106826,6310,4755
0,BOSTON PROPERTIES REIT INC,Corporate,@SustainableBXP,2017-10-11 15:29:45+00:00,774,170,598,14,28,86,3,7,63,278,5,19
0,PACCAR INC,Corporate,@PACCARFinancial,2011-10-13 22:39:30+00:00,887,30,11,14,124,3,0,0,10,23,2,0
0,WEC ENERGY GROUP INC,Corporate,@WECEnergyGroup,2014-06-21 21:25:59+00:00,634,4,17,28,203,11,17,16,103,300,9,42
0,KELLOGG,Corporate,@KelloggCompany,2012-01-03 19:03:03+00:00,77354,522,1909,481,2018,815,505,245,9177,22746,4667,1873
0,MARATHON PETROLEUM CORP,Corporate,@MarathonPetroCo,2011-06-20 20:14:06+00:00,9175,620,1638,181,1523,273,292,172,3373,12183,579,307
0,ACTIVISION BLIZZARD INC,Corporate,@ATVI_AB,2016-07-14 19:21:13+00:00,186126,47,539,811,562,561,41,102,42739,649890,18974,6672
0,CUMMINS INC,Corporate,@Cummins,2009-11-03 22:26:00+00:00,125029,549,3559,549,2329,1141,819,126,12929,39463,1968,1388
0,PROGRESSIVE CORP,Corporate,@Progressive,2007-04-03 15:35:06+00:00,76224,7065,11388,822,3302,341,17092,104,30069,44949,10053,3742
0,DELPHI AUTOMOTIVE PLC,Corporate,@DelphiAuto,2017-09-08 17:50:33+00:00,223,0,0,6,0,0,0,0,0,0,0,0
0,DEVON ENERGY CORP,Corporate,@DevonEnergy,2009-02-23 03:51:18+00:00,15160,198,1430,311,626,549,78,128,1024,3514,206,174
0,MOLSON COORS BREWING CLASS B,Corporate,@MolsonCoors,2011-12-20 16:58:10+00:00,34561,2509,8069,423,8762,872,2066,300,33440,147279,7837,8047
0,NEWMONT MINING CORP,Corporate,@NewmontCorp,2011-12-15 20:55:38+00:00,25383,699,1988,342,4917,856,234,105,10629,39395,1154,625
0,MYLAN NV,Corporate,@MylanNews,2011-05-05 22:35:21+00:00,11223,281,681,182,0,0,0,0,0,0,0,0
0,M&T BANK CORP,Corporate,@MandT_Bank,2009-10-14 15:17:15+00:00,12888,1570,1695,276,3737,216,984,61,5072,22627,2301,844
0,AMPHENOL CORP CLASS A,Corporate,@amphenol,2013-07-08 13:52:34+00:00,1111,26,7,27,45,5,0,4,16,99,14,3
0,T ROWE PRICE GROUP INC,Corporate,@TRowePrice,2009-01-05 18:30:16+00:00,31283,540,711,643,9679,47,1425,30,5394,15708,1556,392
0,EVERSOURCE ENERGY,Corporate,@EversourceCorp,2009-02-02 21:16:26+00:00,10138,215,145,287,672,572,431,68,1164,2294,313,87
0,TYSON FOODS INC CLASS A,Corporate,@TysonFoods,2008-08-13 12:42:52+00:00,58837,16504,9565,910,3637,2734,3856,127,13221,32261,9846,2037
0,INTERNATIONAL PAPER,Corporate,@IntlPaperCo,2013-05-24 15:02:24+00:00,9025,129,4760,187,3324,1562,187,296,6148,20877,1092,725
0,WILLIS TOWERS WATSON PLC,Corporate,@WTWcorporate,2015-09-04 09:11:50+00:00,7191,107,2858,182,3127,1678,48,55,6783,12229,294,296
0,ANALOG DEVICES INC,Corporate,@ADI_News,2009-05-04 18:38:05+00:00,46968,793,2062,920,7433,3094,926,46,12460,56642,949,1144
0,PAYCHEX INC,Corporate,@Paychex,2009-05-13 13:35:10+00:00,12058,756,3766,379,13326,1908,2106,134,12049,14059,890,557
0,HARTFORD FINANCIAL SERVICES GROUP,Corporate,@TheHartford,2009-01-27 20:40:09+00:00,39626,234,1409,705,3161,824,1936,150,8421,14623,1555,387
0,STANLEY BLACK & DECKER INC,Corporate,@StanleyBlkDeckr,2010-02-26 16:34:00+00:00,9547,198,1570,195,1815,220,204,119,5836,31623,935,948
0,DR PEPPER SNAPPLE GROUP INC,Corporate,@KeurigPepper,2019-05-14 14:51:50+00:00,414,100,15,9,6,1,0,0,16,31,9,4
0,CERNER CORP,Corporate,@Cerner,2009-04-23 19:56:09+00:00,43914,1971,11287,1029,13622,5493,2753,507,30937,51541,2161,3512
0,JM SMUCKER,Corporate,@smuckers,2011-06-10 21:35:09+00:00,27622,358,28954,270,955,324,5119,12,16746,23370,1991,765
0,MOODYS CORP,Corporate,@moodyscorp,2011-02-23 19:46:45+00:00,2719,652,389,44,786,846,16,67,1002,2334,209,155
0,AMERIPRISE FINANCE INC,Corporate,@ameriprise,2010-07-07 20:48:05+00:00,6995,507,5,187,905,15,149,0,2449,1884,145,86
0,CLOROX,Corporate,@Clorox,2009-09-22 19:52:27+00:00,104075,5050,4477,678,2970,335,18110,51,45455,79085,23968,3263
0,DTE ENERGY,Corporate,@DTE_Energy,2009-07-14 13:28:57+00:00,29876,1553,7608,523,13858,1905,14399,251,19828,30827,6715,1763
0,INGERSOLL-RAND PLC,Corporate,@IRProducts,2009-10-21 15:39:13+00:00,8161,440,581,113,2379,342,254,34,3408,4968,503,125
0,CONCHO RESOURCES INC,Corporate,@ConchoOilfield,2013-05-21 23:43:09+00:00,47,39,0,1,16,0,0,0,1,1,0,0
0,NUCOR CORP,Corporate,@NucorCorp,2011-08-24 14:19:06+00:00,3323,46,86,78,0,0,0,0,0,0,0,0
0,GENERAL GROWTH PROPERTIES REIT INC,Corporate,@Brkfldproprtl,2009-04-18 04:47:50+00:00,7744,931,969,169,655,40,50,0,558,1756,116,55
0,REALTY INCOME REIT CORP,Corporate,@RealtyIncome,2012-01-26 21:20:36+00:00,5867,5,2,80,335,2,1,0,1234,7671,293,333
0,HESS CORP,Corporate,@HessCorporation,2009-06-05 21:07:30+00:00,8903,469,474,214,1455,121,46,12,2275,4937,217,147
0,WILLIAMS INC,Corporate,@WilliamsUpdates,2009-01-22 22:34:15+00:00,7338,1895,2202,135,4830,576,78,104,4718,12888,1189,524
0,UNITED CONTINENTAL HOLDINGS INC,Corporate,@united,2011-03-04 21:23:11+00:00,1163409,40483,7214,6436,20276,692,1241415,201,352811,1598629,260835,91769
0,MEAD JOHNSON NUTRITION,Corporate,@meadjohnson,2009-05-20 19:34:07+00:00,1131,0,0,35,0,0,0,0,0,0,0,0
0,ROCKWELL AUTOMATION INC,Corporate,@ROKAutomation,2009-06-04 14:28:40+00:00,41705,2344,13909,756,8770,2253,829,359,15429,31595,789,1167
0,PARKER-HANNIFIN CORP,Corporate,@ParkerHannifin,2010-02-08 12:58:33+00:00,17255,4789,4756,493,16185,1262,841,531,26364,31247,2950,769
0,VULCAN MATERIALS,Corporate,@Vulcan_Concrete,2011-09-23 16:37:47+00:00,470,1,0,9,0,0,0,0,0,0,0,0
0,DENTSPLY SIRONA INC,Corporate,@DentsplySirona,2010-04-12 14:44:36+00:00,11953,1782,282,112,2814,731,126,1,3503,6775,331,171
0,NORTHERN TRUST CORP TRUST,Corporate,@NorthernTrust,2011-05-31 14:41:10+00:00,18398,739,511,365,2938,870,91,72,4148,9213,425,310
0,LEVEL COMMUNICATIONS INC,Corporate,@CenturyLink,2009-06-02 19:07:02+00:00,39026,444,3381,692,4923,2045,2506,366,12306,24893,8292,2165
0,ULTA SALON COSMETICS & FRAGRANCE I,Corporate,@ultabeauty,2009-04-01 16:14:57+00:00,679327,544,12962,2635,7657,1306,81813,80,133546,606400,40508,22050
0,AGILENT TECHNOLOGIES INC,Corporate,@Agilent,2008-11-10 01:54:27+00:00,29691,64,1173,635,3707,347,96,18,4643,8786,274,252
0,DIGITAL REALTY TRUST REIT INC TRUS,Corporate,@digitalrealty,2009-05-15 14:03:22+00:00,24817,254,6091,438,8112,1609,213,103,9037,12193,473,378
0,EQUIFAX INC,Corporate,@Equifax,2011-03-18 00:38:16+00:00,23284,905,140,257,715,137,8775,12,2122,2815,6132,1876
0,HENRY SCHEIN INC,Corporate,@HenrySchein,2008-11-25 03:38:50+00:00,25719,9160,3156,240,4469,536,680,36,4173,7221,684,234
0,PERRIGO PLC,Corporate,@PerrigoCompany,2013-05-15 13:56:53+00:00,1096,39,64,23,712,16,28,7,293,1142,49,43
0,LEVEL COMMUNICATIONS INC,Corporate,@CenturyLink,2009-06-02 19:07:02+00:00,39025,444,3380,692,9846,4090,5012,732,24614,49786,16584,4330
0,FIFTH THIRD BANCORP,Corporate,@FifthThird,2010-12-27 22:47:48+00:00,39229,305,9912,415,6524,1554,23123,106,36076,165399,13248,3483
0,AMERISOURCEBERGEN CORP,Corporate,@Healthcare_ABC,2011-04-27 15:55:37+00:00,5844,482,1103,160,3327,893,69,81,3886,9573,379,257
0,GENUINE PARTS,Corporate,@genuinepartsco,2019-02-04 16:04:47+00:00,510,57,346,6,175,76,23,42,123,1024,36,24
0,FIRSTENERGY CORP,Corporate,@firstenergycorp,2009-07-24 17:30:35+00:00,9557,29,1032,212,3620,1262,2824,80,9029,10793,1335,864
0,RED HAT INC,Corporate,@RedHat,2008-05-02 16:03:09+00:00,258877,1108,8392,4687,24207,9882,1380,545,170155,299529,8580,10944
0,ENTERGY CORP,Corporate,@Entergy,2009-04-22 21:37:29+00:00,20468,324,3411,427,5919,1642,4961,115,10359,16081,2229,821
0,WHIRLPOOL CORP,Corporate,@WhirlpoolCorp,2008-11-10 15:29:24+00:00,32310,1236,5109,596,11216,1412,3527,310,17264,36387,7295,1424
0,HERSHEY FOODS,Corporate,@Hersheys,2011-05-18 14:19:04+00:00,298851,4995,4184,1146,6740,723,12747,46,71410,256925,29472,7086
0,AMERICAN WATER WORKS INC,Corporate,@awwa,2009-12-07 16:56:18+00:00,28717,769,13532,554,10045,2797,834,196,12804,28888,962,1572
0,ESSEX PROPERTY TRUST REIT INC,Corporate,@EssexApartments,2009-03-20 04:53:16+00:00,3411,253,236,88,2216,59,285,12,261,1084,198,11
0,NATIONAL OILWELL VARCO INC,Corporate,@NOVGlobal,2014-06-25 21:19:48+00:00,6284,308,593,95,1419,154,50,14,2748,5843,173,190
0,FREEPORT MCMORAN INC,Corporate,@FM_FCX,2011-05-13 15:08:27+00:00,3397,91,196,89,226,29,1,12,524,2336,439,94
0,WESTERN DIGITAL CORP,Corporate,@WesternDigital,2017-02-02 23:22:45+00:00,181390,595,2608,391,2682,619,1976,63,18197,176064,3836,1280
0,CITRIX SYSTEMS INC,Corporate,@citrix,2008-01-21 13:31:17+00:00,218838,1285,28943,2115,21142,5487,5281,641,158580,944058,14914,7697
0,LABORATORY CORPORATION OF AMERICA,Corporate,@LABCORP,2009-07-16 02:23:30+00:00,7147,234,481,103,682,68,1112,45,2204,7487,686,284
0,LAM RESEARCH CORP,Corporate,@LamResearch,2008-10-10 18:32:29+00:00,23527,185,992,370,6259,330,325,95,7400,23255,748,382
0,EQT CORP,Corporate,@EQTCorp,2013-12-26 13:37:02+00:00,2459,210,661,33,850,234,36,69,1241,6398,295,289
0,FASTENAL,Corporate,@FastenalCompany,2010-01-28 14:06:00+00:00,13118,319,2731,159,3647,921,498,88,11864,14035,1291,320
0,SKYWORKS SOLUTIONS INC,Corporate,@skyworksinc,2009-06-23 22:34:02+00:00,2846,88,86,95,1639,37,0,13,592,1598,73,40
0,AUTODESK INC,Corporate,@autodesk,2009-04-16 16:34:16+00:00,290771,4072,4622,3695,10025,1956,939,98,92799,148358,5502,6435
0,MICRON TECHNOLOGY INC,Corporate,@MicronTech,2009-01-15 20:35:42+00:00,28255,1502,3506,558,4003,787,265,253,9853,40027,2285,1552
0,ALCOA INC,Corporate,@Alcoa,2008-06-11 15:24:02+00:00,27905,5072,3026,679,4457,699,525,119,6789,8565,983,271
0,ROYAL CARIBBEAN CRUISES LTD,Corporate,@RoyalCaribbean,2009-04-28 18:43:36+00:00,351638,1163,29144,2157,8994,420,81432,133,175800,843201,56577,18205
