Glassdoor Review Page,supposed_n_reviews,supposed_n_pages
https://www.glassdoor.com/Reviews/People-s-United-Bank-Reviews-E199620.htm,738,74
https://www.glassdoor.com/Reviews/Brown-and-Brown-Insurance-Reviews-E2587.htm,735,74
https://www.glassdoor.com/Reviews/MSC-Industrial-Direct-Reviews-E5512.htm,731,74
https://www.glassdoor.com/Reviews/Genworth-Reviews-E34925.htm,731,74
https://www.glassdoor.com/Reviews/Caleres-Reviews-E1004830.htm,738,74
https://www.glassdoor.com/Reviews/LyondellBasell-Reviews-E15015.htm,727,73
https://www.glassdoor.com/Reviews/St-Jude-Medical-Reviews-E1903.htm,725,73
https://www.glassdoor.com/Reviews/Mettler-Toledo-Reviews-E7144.htm,730,73
https://www.glassdoor.com/Reviews/Terex-Corporation-Reviews-E1954.htm,725,73
https://www.glassdoor.com/Reviews/Core-Mark-Reviews-E3671.htm,721,73
https://www.glassdoor.com/Reviews/First-Cash-Reviews-E2241.htm,726,73
https://www.glassdoor.com/Reviews/Veritiv-Reviews-E833033.htm,726,73
https://www.glassdoor.com/Reviews/Vertex-Pharmaceuticals-Reviews-E2080.htm,714,72
https://www.glassdoor.com/Reviews/Verisk-Analytics-Reviews-E140233.htm,718,72
https://www.glassdoor.com/Reviews/Textron-Reviews-E654.htm,712,72
https://www.glassdoor.com/Reviews/TC-Energy-Reviews-E5910.htm,714,72
https://www.glassdoor.com/Reviews/Lennar-Reviews-E400.htm,715,72
https://www.glassdoor.com/Reviews/Cypress-Semiconductor-Reviews-E189.htm,718,72
https://www.glassdoor.com/Reviews/Poly-Reviews-E2545789.htm,713,72
https://www.glassdoor.com/Reviews/Medidata-Solutions-Reviews-E16679.htm,716,72
https://www.glassdoor.com/Reviews/Crocs-Reviews-E39730.htm,719,72
https://www.glassdoor.com/Reviews/Triumph-Group-Reviews-E6320.htm,707,71
https://www.glassdoor.com/Reviews/Berkshire-Hathaway-Reviews-E805672.htm,694,70
https://www.glassdoor.com/Reviews/Wynn-Resorts-Reviews-E15096.htm,694,70
https://www.glassdoor.com/Reviews/Sonoco-Products-Reviews-E1890.htm,692,70
https://www.glassdoor.com/Reviews/The-Hanover-Insurance-Group-Reviews-E3664.htm,695,70
https://www.glassdoor.com/Reviews/Scotts-Miracle-Gro-Reviews-E1443.htm,694,70
https://www.glassdoor.com/Reviews/D-R-Horton-Reviews-E2195.htm,690,69
https://www.glassdoor.com/Reviews/PulteGroup-Reviews-E506.htm,685,69
https://www.glassdoor.com/Reviews/Anixter-International-Reviews-E360.htm,686,69
https://www.glassdoor.com/Reviews/The-J-M-Smucker-Co-Reviews-E362.htm,672,68
https://www.glassdoor.com/Reviews/Hasbro-Reviews-E890.htm,674,68
https://www.glassdoor.com/Reviews/NRG-Energy-Reviews-E11895.htm,679,68
https://www.glassdoor.com/Reviews/ResMed-Reviews-E4241.htm,680,68
https://www.glassdoor.com/Reviews/Hub-Group-Reviews-E3675.htm,676,68
https://www.glassdoor.com/Reviews/Super-Micro-Computer-Inc-Supermicro-Reviews-E7993.htm,672,68
https://www.glassdoor.com/Reviews/General-Dynamics-Reviews-E276.htm,669,67
https://www.glassdoor.com/Reviews/Crown-Castle-Reviews-E8416.htm,667,67
https://www.glassdoor.com/Reviews/Zoetis-Reviews-E680848.htm,669,67
https://www.glassdoor.com/Reviews/Xcel-Energy-Reviews-E487.htm,669,67
