Glassdoor Review Page,supposed_n_reviews,supposed_n_pages
https://www.glassdoor.com/Reviews/Capital-One-Reviews-E3736.htm,12314,1232
https://www.glassdoor.com/Reviews/Salesforce-Reviews-E11159.htm,12253,1226
https://www.glassdoor.com/Reviews/Goldman-Sachs-Reviews-E2800.htm,11975,1198
https://www.glassdoor.com/Reviews/PepsiCo-Reviews-E522.htm,11972,1198
https://www.glassdoor.com/Reviews/Staples-Reviews-E1909.htm,11885,1189
https://www.glassdoor.com/Reviews/Spectrum-Reviews-E1500006.htm,11796,1180
https://www.glassdoor.com/Reviews/Dollar-General-Reviews-E1342.htm,11306,1131
https://www.glassdoor.com/Reviews/J-C-Penney-Reviews-E361.htm,11299,1130
https://www.glassdoor.com/Reviews/Lockheed-Martin-Reviews-E404.htm,10077,1008
https://www.glassdoor.com/Reviews/Procter-and-Gamble-Reviews-E544.htm,9847,985
